SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.1779947632379461,0.33695618111475767,-0.0931709074117625,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.3408762181180675,-1.462769970065154,-0.7909016931998821,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.4915401492832983,-0.11006721192992953,0.8168350396675069,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,0.3920903288424788,-0.3410569949530208,0.00944823945786541,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.2367242199587352,0.16080569909714826,-0.9476981024753154,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0.26992923768238775,1.1628692901973208,0.7748344258154495,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.5142514200025698,1.4952286902305454,1.1563032363950874,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,1.6137012404433893,0.534710024134526,1.5210732735051837,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,0.22920887396235737,-1.477726143066649,-0.6779588660346855,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.6137012404433893,0.10098100709116792,1.1139496762081385,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,-1.2774445836787656,-1.3530913680541898,-0.995169384518187,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,1.6137012404433893,-1.4943441130683104,-0.38166041789348965,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,0.9214550572028734,-1.2982520670487077,-0.3688661132536822,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0.758573602322752,-0.28621769394753876,0.27318738820534416,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,1.247217966963116,0.7291402731539627,1.3366808726704418,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.2774445836787656,-1.4744025490663168,-0.9967797021711283,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.38159658183809786,-1.4993295040688086,-0.8065636868106809,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,-1.2774445836787656,-0.47233895796614456,-0.9834780371749148,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2367242199587352,-0.34604238595351905,-0.9541393730870804,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0.7992939660427822,1.440389389225063,1.5704195829521652,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,0.14776814652229667,-0.3427187919531868,-0.17039997731515197,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,-1.2774445836787656,-0.6451658459834212,-0.9857721883517079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.1779947632379461,-0.19149526493806968,-0.2758647540098405,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,-1.0331224013585834,0.15582030809665018,-0.7953135223860226,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,-0.748079855318371,1.1894580421999785,-0.38126335326673705,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1,1.6137012404433893,0.006258578081699082,0.9998377143086148,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-1.2774445836787656,-1.4710789550659844,-0.996735583879267,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.9109613101984924,-1.5259182560714666,-0.9337787813930422,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0.3920903288424788,-1.4943441130683104,-0.6308184711807742,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-1.0331224013585834,-1.3198554280508674,-0.9219771383201164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.1552834925186746,0.33363258711442517,-0.8637630522089924,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1.6137012404433893,1.6464522172456624,2.549514775086395,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-0.5037576729981889,-1.3397969920528607,-0.7927767206039918,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.247217966963116,1.476948923228718,2.1044494467885415,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0.9621754209229036,-0.6551366279844181,0.1236925562329735,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,-1.1145631287986442,-0.4573827849646494,-0.8792485726523456,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1.6137012404433893,1.5184938482328711,2.5159628141257966,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
1,1.4508197855632678,0.6610065961471517,1.5017274025239578,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1.4100994218432374,-0.15659752793458118,0.7563268023795902,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,-0.9924020376385531,-0.6684310039857471,-0.8429171593044785,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7992939660427822,0.9468356801757247,1.0376470904338388,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,-0.5851984004382496,-1.479387940066815,-0.8284463595739378,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,1.0843365120829946,-1.3065610520495383,-0.32898317741097216,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.125056875803025,-1.4677553610656522,-0.5235669036656987,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.0331224013585834,0.9750862291785486,-0.696378252886822,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.0843365120829946,-0.9958050130184734,-0.13210529997945247,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0.5549717837226001,-0.13333236993225536,0.27073882300703633,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.1145631287986442,-0.44575020596348647,-0.8900575541583898,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1.0843365120829946,-0.023653767921291324,0.7090319935041639,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,1.5322605130033284,0.6659919871476498,1.6049421463337146,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-0.748079855318371,0.2073360151017999,-0.6025386460976137,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0.47353105628253944,-0.4856333339674735,-0.06204545250354142,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.2879383306831464,0.9917041991802098,1.6186849942485422,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
0,1.0436161483629645,-0.16656830993557784,0.5932214773679758,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0.5549717837226001,1.1794872601989819,1.0915375839425452,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
1,1.0436161483629645,1.1346187411944968,1.5445662639213817,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.6137012404433893,1.0947356131905097,2.025014462292082,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0
1,-0.0965540357978854,-0.8130073430001998,-0.48829432932250544,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1,-0.8702409464784621,-0.1499503399339166,-0.7132976178156708,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.06632741908223598,-0.28289409994720643,-0.226672858584374,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.880734693482843,-0.6169152969805971,0.06715496521258299,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,-1.1960038562387048,-0.47067716096597834,-0.9372420673041625,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.6137012404433893,-1.3248408190513656,-0.18553255142361386,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0.3106496014024181,0.6676537841478158,0.4514694056172818,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,-1.2367242199587352,0.03118553308419093,-0.9465069085950575,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0.880734693482843,-0.046918925923616905,0.49825685413630166,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
0,-0.748079855318371,-0.48729513096763954,-0.6927605529541868,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.2774445836787656,0.19071804510013865,-0.9746764379485645,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.9109613101984924,1.0000131841810405,-0.5851339799582893,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,-1.2774445836787656,-0.4856333339674735,-0.9836545103423604,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2774445836787656,-1.4960059100684764,-0.9970664710682275,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0.9621754209229036,-0.003712203919297562,0.6113982136148748,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,1.4508197855632678,0.4931650991303729,1.4276969087805202,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
0,-0.748079855318371,-1.504314895069307,-0.8857780798478335,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1.4508197855632678,1.156222102196656,1.9360278676076281,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
1,0.9214550572028734,0.3070438351117673,0.7820698256807199,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.6666391278783103,-0.8595376590048512,-0.7126579025836803,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,-0.9516816739185228,0.4915033021302069,-0.6887678475407296,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.748079855318371,0.022876548083360315,-0.5921267292183221,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1.0436161483629645,1.1279715531938321,1.5586399990251703,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.8400143297628127,-0.613591702980265,0.11784688256133734,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1.5322605130033284,1.1495749141959914,2.058014944604413,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0
1,-0.748079855318371,1.0315873271841969,-0.41181527038076,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.4223169455581282,0.09101022509017127,-0.32457134822483164,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.9109613101984924,0.4449729861255557,-0.6682087235333148,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,-0.13727439951791576,-1.2849576910473786,-0.7002386034246949,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.2774445836787656,0.16080569909714826,-0.9750735025753172,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.6771328748826912,0.6510358141461546,0.7851360469650874,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0
1,1.4508197855632678,1.1778254631988159,2.0170511106110984,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2774445836787656,0.44164939212522314,-0.9713455069130283,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,-0.0965540357978854,-0.8113455460000336,-0.4820736501700474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
0,1.6137012404433893,0.47987072312904416,1.3774461743503796,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,-0.9109613101984924,-1.4577845790646555,-0.8968076528131848,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-1.0331224013585834,0.2937494591104381,-0.7763647160315492,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.9516816739185228,0.3319707901142591,-0.6940399834181675,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.2774445836787656,-0.49394231896830415,-0.9837648060720139,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.5037576729981889,0.13754054109482292,-0.4012048211880921,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0,-1.2774445836787656,-1.479387940066815,-0.9968458796089206,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.13727439951791576,0.3735157151184122,-0.028449373251081496,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,-1.2774445836787656,0.3070438351117673,-0.9731322977334154,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-1.1960038562387048,0.5829021371393436,-0.9111902159600027,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.5037576729981889,0.8188773111629334,-0.18026041554617594,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1.2879383306831464,1.1429277261953275,1.7168481936401683,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,-1.2774445836787656,-1.481049737066981,-0.9968679387548512,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-1.0738427650786138,-1.1736172920362484,-0.9345508515006168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7178532386027215,-1.4943441130683104,-0.5587733005710999,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,-1.0738427650786138,-0.18650987393757135,-0.8572335450135045,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.0331224013585834,-0.6651074099854147,-0.8585791529152773,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.6137012404433893,0.8654076271675846,1.8671150957201137,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
0,-0.9924020376385531,-0.5055748979694671,-0.8321964143821572,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.4100994218432374,1.393859073220412,2.086691834314326,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,-0.3408762181180675,0.9568064621767214,-0.006919646822715793,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.6137012404433893,0.9867188081797118,2.0479559740600126,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,0.025607055362205634,-1.505976692069473,-0.7409597868127717,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-1.2367242199587352,-1.3198554280508674,-0.9809191762469534,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.5322605130033284,0.10596639809166647,1.0519634761428647,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0,-0.4223169455581282,0.016229360082695727,-0.3696823016531182,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1.0843365120829946,1.1528985081963241,1.475300545698976,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.14776814652229667,-1.4760643460664828,-0.6987826997932686,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0.758573602322752,-1.4893587220678117,-0.5519129061866515,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0.8400143297628127,0.4200460311230638,0.8277543169032047,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-0.5037576729981889,-1.4976677070686424,-0.831247871107137,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1.247217966963116,1.1612074931971548,1.7870845142835248,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
0,0.3106496014024181,0.33363258711442517,0.3052834455345163,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.10704778280226633,-1.51594747407047,-0.7243051316350914,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,-0.2594354906780068,0.47156173812821356,-0.10830348152022448,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,-0.21871512695797646,1.0232783421833662,0.10167752859413237,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,0.8400143297628127,-0.06353689592527814,0.5028451564898878,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0.06632741908223598,0.22561578210362715,0.06512552378695839,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.5444780367182193,1.003336778181373,-0.2291876012204741,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.43281069256250915,0.7091987091519689,0.5611474791847345,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,-1.0738427650786138,-1.502653098069141,-0.9515584530131883,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0.9621754209229036,-1.328164413051698,-0.3774471210207255,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,1.002895784642934,-0.8462432830035223,-0.07424416020321993,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0.06632741908223598,0.641065032145158,0.27804040031009875,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,-0.9109613101984924,-0.9476129000136557,-0.8407774221492005,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-1.2774445836787656,-1.479387940066815,-0.9968458796089206,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.7888002190384014,-1.3580767590546883,-0.8730720117917489,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.9621754209229036,1.1246479591934997,1.456484094220087,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0.9214550572028734,1.2924894562102784,1.4986611812395898,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0.14776814652229667,0.9352031011745621,0.48508754401567233,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,0.5956921474426305,-1.491020519067978,-0.5897664006037369,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-0.8295205827584317,-1.4843733310673135,-0.9032489234249499,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,-1.2774445836787656,0.6875953481498096,-0.9680807533152845,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1,-0.3408762181180675,0.5230774451333633,-0.08439136733134307,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.247217966963116,1.1678546811978192,1.7017597378235678,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1,0.10704778280226633,-0.8279635160016948,-0.37285881866713944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,1.4100994218432374,-0.14164135493308597,0.7015980613255172,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,-0.30015585439803716,0.6659919871476498,-0.10424459866897522,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.46303730927815856,1.2991366442109427,-0.02855966898073501,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,-0.7888002190384014,0.10098100709116792,-0.6341935205081717,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0.10704778280226633,0.3469269631157543,0.13079560122265965,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1.5729808767233588,-1.3265026160515319,-0.16709110542554662,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.13727439951791576,-1.5093002860698053,-0.7403641898726427,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,1.5729808767233588,-0.5122220859701314,0.545088420947183,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1,-1.0331224013585834,0.8055829351616043,-0.7386656356359786,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1,1.002895784642934,-0.3244390249513595,0.35926217562694546,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1.3286586944031769,0.37850110611891075,1.1690534227430336,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,-0.21871512695797646,-1.477726143066649,-0.7432539379895647,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,-1.0738427650786138,0.33695618111475767,-0.7985120985459745,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1.6137012404433893,1.7478218342557958,2.7161495634469213,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-1.2774445836787656,-1.4960059100684764,-0.9970664710682275,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
